"site","date","count"
"M-9",2024-06-28,0
"O-1",2024-03-10,0
"O-1",2024-03-11,0
"O-1",2024-03-12,0
"O-1",2024-03-13,0
"O-1",2024-03-14,0
"O-1",2024-03-15,0
"O-1",2024-03-16,0
"O-1",2024-03-17,0
"O-1",2024-03-18,0
"O-1",2024-03-19,0
"O-1",2024-03-20,0
"O-1",2024-03-21,0
"O-1",2024-03-22,0
"O-1",2024-03-23,0
"O-1",2024-03-24,0
"O-1",2024-03-25,0
"O-1",2024-03-26,0
"O-1",2024-03-27,0
"O-1",2024-03-28,0
"O-1",2024-03-29,0
"O-1",2024-03-30,0
"O-1",2024-03-31,0
"O-1",2024-04-01,0
"O-1",2024-04-02,0
"O-1",2024-04-03,0
"O-1",2024-04-04,0
"O-1",2024-04-05,0
"O-1",2024-04-06,0
"O-1",2024-04-07,1
"O-1",2024-04-08,0
"O-1",2024-04-09,0
"O-1",2024-04-10,0
"O-1",2024-04-11,0
"O-1",2024-04-12,0
"O-1",2024-04-13,0
"O-1",2024-04-14,0
"O-1",2024-04-15,0
"O-1",2024-04-16,0
"O-1",2024-04-17,0
"O-1",2024-04-18,0
"O-1",2024-04-19,0
"O-1",2024-04-20,0
"O-1",2024-04-21,0
"O-1",2024-04-22,0
"O-1",2024-04-23,0
"O-1",2024-04-24,0
"O-1",2024-04-25,0
"O-1",2024-04-26,0
"O-1",2024-04-27,0
"O-1",2024-04-28,0
"O-1",2024-04-29,0
"O-1",2024-04-30,0
"O-1",2024-05-01,0
"O-1",2024-05-02,0
"O-1",2024-05-03,0
"O-1",2024-05-04,0
"O-1",2024-05-05,0
"O-1",2024-05-06,0
"O-1",2024-05-07,0
"O-1",2024-05-08,0
"O-1",2024-05-09,0
"O-1",2024-05-10,0
"O-1",2024-05-11,0
"O-1",2024-05-12,0
"O-1",2024-05-13,0
"O-1",2024-05-14,0
"O-1",2024-05-15,0
"O-1",2024-05-16,0
"O-1",2024-05-17,0
"O-1",2024-05-18,0
"O-1",2024-05-19,0
"O-1",2024-05-20,0
"O-1",2024-05-21,0
"O-1",2024-05-22,0
"O-1",2024-05-23,0
"O-1",2024-05-24,0
"O-1",2024-05-25,0
"O-1",2024-05-26,0
"O-1",2024-05-27,0
"O-1",2024-05-28,0
"O-1",2024-05-29,0
"O-1",2024-05-30,1
"O-1",2024-05-31,0
"O-1",2024-06-01,0
"O-1",2024-06-02,0
"O-1",2024-06-03,0
"O-1",2024-06-04,0
"O-1",2024-06-05,0
"O-1",2024-06-06,0
"O-1",2024-06-07,0
"O-1",2024-06-08,0
"O-1",2024-06-09,0
"O-1",2024-06-10,0
"O-1",2024-06-11,0
"O-1",2024-06-12,0
"O-1",2024-06-13,0
"O-1",2024-06-14,0
"O-1",2024-06-15,0
"O-1",2024-06-16,0
"O-1",2024-06-17,0
"O-1",2024-06-18,0
"O-1",2024-06-19,0
"O-1",2024-06-20,0
"O-1",2024-06-21,0
"O-1",2024-06-22,0
"O-1",2024-06-23,0
"O-1",2024-06-24,0
"O-1",2024-06-25,0
"O-1",2024-06-26,0
"O-1",2024-06-27,0
"O-1",2024-06-28,0
"O-2",2024-03-10,0
"O-2",2024-03-11,0
"O-2",2024-03-12,0
"O-2",2024-03-13,0
"O-2",2024-03-14,0
"O-2",2024-03-15,0
"O-2",2024-03-16,0
"O-2",2024-03-17,0
"O-2",2024-03-18,0
"O-2",2024-03-19,0
"O-2",2024-03-20,0
"O-2",2024-03-21,0
"O-2",2024-03-22,0
"O-2",2024-03-23,0
"O-2",2024-03-24,0
"O-2",2024-03-25,0
"O-2",2024-03-26,0
"O-2",2024-03-27,0
"O-2",2024-03-28,0
"O-2",2024-03-29,0
"O-2",2024-03-30,0
"O-2",2024-03-31,0
"O-2",2024-04-01,0
"O-2",2024-04-02,0
"O-2",2024-04-03,0
"O-2",2024-04-04,0
"O-2",2024-04-05,0
"O-2",2024-04-06,0
"O-2",2024-04-07,1
"O-2",2024-04-08,0
"O-2",2024-04-09,0
"O-2",2024-04-10,0
"O-2",2024-04-11,0
"O-2",2024-04-12,0
"O-2",2024-04-13,0
"O-2",2024-04-14,0
"O-2",2024-04-15,0
"O-2",2024-04-16,0
"O-2",2024-04-17,0
"O-2",2024-04-18,0
"O-2",2024-04-19,0
"O-2",2024-04-20,0
"O-2",2024-04-21,0
"O-2",2024-04-22,0
"O-2",2024-04-23,0
"O-2",2024-04-24,0
"O-2",2024-04-25,0
"O-2",2024-04-26,0
"O-2",2024-04-27,6
"O-2",2024-04-28,0
"O-2",2024-04-29,0
"O-2",2024-04-30,0
"O-2",2024-05-01,0
"O-2",2024-05-02,0
"O-2",2024-05-03,0
"O-2",2024-05-04,0
"O-2",2024-05-05,0
"O-2",2024-05-06,0
"O-2",2024-05-07,0
"O-2",2024-05-08,0
"O-2",2024-05-09,0
"O-2",2024-05-10,0
"O-2",2024-05-11,0
"O-2",2024-05-12,0
"O-2",2024-05-13,0
"O-2",2024-05-14,0
"O-2",2024-05-15,0
"O-2",2024-05-16,0
"O-2",2024-05-17,0
"O-2",2024-05-18,0
"O-2",2024-05-19,0
"O-2",2024-05-20,0
"O-2",2024-05-21,0
"O-2",2024-05-22,0
"O-2",2024-05-23,0
"O-2",2024-05-24,0
"O-2",2024-05-25,0
"O-2",2024-05-26,0
"O-2",2024-05-27,0
"O-2",2024-05-28,0
"O-2",2024-05-29,0
"O-2",2024-05-30,0
"O-2",2024-05-31,0
"O-2",2024-06-01,0
"O-2",2024-06-02,0
"O-2",2024-06-03,0
"O-2",2024-06-04,0
"O-2",2024-06-05,0
"O-2",2024-06-06,0
"O-2",2024-06-07,0
"O-2",2024-06-08,0
"O-2",2024-06-09,0
"O-2",2024-06-10,0
"O-2",2024-06-11,0
"O-2",2024-06-12,0
"O-2",2024-06-13,0
"O-2",2024-06-14,1
"O-2",2024-06-15,0
"O-2",2024-06-16,0
"O-2",2024-06-17,0
"O-2",2024-06-18,0
"O-2",2024-06-19,0
"O-2",2024-06-20,0
"O-2",2024-06-21,0
"O-2",2024-06-22,0
"O-2",2024-06-23,0
"O-2",2024-06-24,0
"O-2",2024-06-25,0
"O-2",2024-06-26,0
"O-2",2024-06-27,0
"O-2",2024-06-28,0
"O-3",2024-03-10,0
"O-3",2024-03-11,0
"O-3",2024-03-12,0
"O-3",2024-03-13,0
"O-3",2024-03-14,0
"O-3",2024-03-15,0
"O-3",2024-03-16,0
"O-3",2024-03-17,0
"O-3",2024-03-18,0
"O-3",2024-03-19,0
"O-3",2024-03-20,0
"O-3",2024-03-21,0
"O-3",2024-03-22,0
"O-3",2024-03-23,0
"O-3",2024-03-24,0
"O-3",2024-03-25,0
"O-3",2024-03-26,0
"O-3",2024-03-27,0
"O-3",2024-03-28,0
"O-3",2024-03-29,0
"O-3",2024-03-30,0
"O-3",2024-03-31,0
"O-3",2024-04-01,0
"O-3",2024-04-02,0
"O-3",2024-04-03,0
"O-3",2024-04-04,0
"O-3",2024-04-05,0
"O-3",2024-04-06,0
"O-3",2024-04-07,0
"O-3",2024-04-08,0
"O-3",2024-04-09,0
"O-3",2024-04-10,0
"O-3",2024-04-11,0
"O-3",2024-04-12,0
"O-3",2024-04-13,0
"O-3",2024-04-14,0
"O-3",2024-04-15,0
"O-3",2024-04-16,0
"O-3",2024-04-17,0
"O-3",2024-04-18,0
"O-3",2024-04-19,0
"O-3",2024-04-20,0
"O-3",2024-04-21,0
"O-3",2024-04-22,0
"O-3",2024-04-23,0
"O-3",2024-04-24,0
"O-3",2024-04-25,0
"O-3",2024-04-26,0
"O-3",2024-04-27,0
"O-3",2024-04-28,0
"O-3",2024-04-29,0
"O-3",2024-04-30,0
"O-3",2024-05-01,0
"O-3",2024-05-02,0
"O-3",2024-05-03,0
"O-3",2024-05-04,0
"O-3",2024-05-05,0
"O-3",2024-05-06,0
"O-3",2024-05-07,0
"O-3",2024-05-08,0
"O-3",2024-05-09,0
"O-3",2024-05-10,0
"O-3",2024-05-11,0
"O-3",2024-05-12,0
"O-3",2024-05-13,0
"O-3",2024-05-14,0
"O-3",2024-05-15,0
"O-3",2024-05-16,0
"O-3",2024-05-17,0
"O-3",2024-05-18,0
"O-3",2024-05-19,0
"O-3",2024-05-20,0
"O-3",2024-05-21,0
"O-3",2024-05-22,0
"O-3",2024-05-23,0
"O-3",2024-05-24,0
"O-3",2024-05-25,0
"O-3",2024-05-26,0
"O-3",2024-05-27,0
"O-3",2024-05-28,0
"O-3",2024-05-29,0
"O-3",2024-05-30,0
"O-3",2024-05-31,0
"O-3",2024-06-01,0
"O-3",2024-06-02,0
"O-3",2024-06-03,0
"O-3",2024-06-04,0
"O-3",2024-06-05,0
"O-3",2024-06-06,0
"O-3",2024-06-07,0
"O-3",2024-06-08,0
"O-3",2024-06-09,0
"O-3",2024-06-10,0
"O-3",2024-06-11,0
"O-3",2024-06-12,0
"O-3",2024-06-13,0
"O-3",2024-06-14,0
"O-3",2024-06-15,0
"O-3",2024-06-16,0
"O-3",2024-06-17,0
"O-3",2024-06-18,0
"O-3",2024-06-19,0
"O-3",2024-06-20,0
"O-3",2024-06-21,0
"O-3",2024-06-22,0
"O-3",2024-06-23,0
"O-3",2024-06-24,0
"O-3",2024-06-25,0
"O-3",2024-06-26,0
"O-3",2024-06-27,0
"O-3",2024-06-28,0
"O-4",2024-03-10,0
"O-4",2024-03-11,0
"O-4",2024-03-12,0
"O-4",2024-03-13,0
"O-4",2024-03-14,0
"O-4",2024-03-15,0
"O-4",2024-03-16,0
"O-4",2024-03-17,0
"O-4",2024-03-18,0
"O-4",2024-03-19,0
"O-4",2024-03-20,0
"O-4",2024-03-21,0
"O-4",2024-03-22,0
"O-4",2024-03-23,0
"O-4",2024-03-24,0
"O-4",2024-03-25,0
"O-4",2024-03-26,0
"O-4",2024-03-27,0
"O-4",2024-03-28,0
"O-4",2024-03-29,0
"O-4",2024-03-30,0
"O-4",2024-03-31,0
"O-4",2024-04-01,0
"O-4",2024-04-02,0
"O-4",2024-04-03,0
"O-4",2024-04-04,0
"O-4",2024-04-05,0
"O-4",2024-04-06,0
"O-4",2024-04-07,0
"O-4",2024-04-08,0
"O-4",2024-04-09,0
"O-4",2024-04-10,0
"O-4",2024-04-11,0
"O-4",2024-04-12,0
"O-4",2024-04-13,0
"O-4",2024-04-14,0
"O-4",2024-04-15,0
"O-4",2024-04-16,0
"O-4",2024-04-17,0
"O-4",2024-04-18,0
"O-4",2024-04-19,0
"O-4",2024-04-20,0
"O-4",2024-04-21,0
"O-4",2024-04-22,0
"O-4",2024-04-23,0
"O-4",2024-04-24,0
"O-4",2024-04-25,0
"O-4",2024-04-26,0
"O-4",2024-04-27,0
"O-4",2024-04-28,0
"O-4",2024-04-29,0
"O-4",2024-04-30,0
"O-4",2024-05-01,0
"O-4",2024-05-02,0
"O-4",2024-05-03,0
"O-4",2024-05-04,0
"O-4",2024-05-05,0
"O-4",2024-05-06,0
"O-4",2024-05-07,0
"O-4",2024-05-08,0
"O-4",2024-05-09,0
"O-4",2024-05-10,0
"O-4",2024-05-11,0
"O-4",2024-05-12,0
"O-4",2024-05-13,0
"O-4",2024-05-14,0
"O-4",2024-05-15,0
"O-4",2024-05-16,0
"O-4",2024-05-17,0
"O-4",2024-05-18,0
"O-4",2024-05-19,0
"O-4",2024-05-20,0
"O-4",2024-05-21,0
"O-4",2024-05-22,0
"O-4",2024-05-23,0
"O-4",2024-05-24,0
"O-4",2024-05-25,0
"O-4",2024-05-26,0
"O-4",2024-05-27,0
"O-4",2024-05-28,0
"O-4",2024-05-29,0
"O-4",2024-05-30,0
"O-4",2024-05-31,0
"O-4",2024-06-01,0
"O-4",2024-06-02,0
"O-4",2024-06-03,0
"O-4",2024-06-04,0
"O-4",2024-06-05,0
"O-4",2024-06-06,0
"O-4",2024-06-07,0
"O-4",2024-06-08,0
"O-4",2024-06-09,0
"O-4",2024-06-10,0
"O-4",2024-06-11,0
"O-4",2024-06-12,0
"O-4",2024-06-13,0
"O-4",2024-06-14,0
"O-4",2024-06-15,0
"O-4",2024-06-16,0
"O-4",2024-06-17,0
"O-4",2024-06-18,0
"O-4",2024-06-19,0
"O-4",2024-06-20,0
"O-4",2024-06-21,0
"O-4",2024-06-22,0
"O-4",2024-06-23,0
"O-4",2024-06-24,0
"O-4",2024-06-25,0
"O-4",2024-06-26,0
"O-4",2024-06-27,0
"O-4",2024-06-28,0
"O-5",2024-03-10,0
"O-5",2024-03-11,0
"O-5",2024-03-12,0
"O-5",2024-03-13,0
"O-5",2024-03-14,0
"O-5",2024-03-15,0
"O-5",2024-03-16,0
"O-5",2024-03-17,0
"O-5",2024-03-18,0
"O-5",2024-03-19,0
"O-5",2024-03-20,0
"O-5",2024-03-21,0
"O-5",2024-03-22,0
"O-5",2024-03-23,0
"O-5",2024-03-24,0
"O-5",2024-03-25,1
"O-5",2024-03-26,0
"O-5",2024-03-27,0
"O-5",2024-03-28,0
"O-5",2024-03-29,0
"O-5",2024-03-30,0
"O-5",2024-03-31,0
"O-5",2024-04-01,0
"O-5",2024-04-02,0
"O-5",2024-04-03,0
"O-5",2024-04-04,0
"O-5",2024-04-05,0
"O-5",2024-04-06,0
"O-5",2024-04-07,0
"O-5",2024-04-08,0
"O-5",2024-04-09,0
"O-5",2024-04-10,0
"O-5",2024-04-11,0
"O-5",2024-04-12,0
"O-5",2024-04-13,0
"O-5",2024-04-14,0
"O-5",2024-04-15,0
"O-5",2024-04-16,1
"O-5",2024-04-17,1
"O-5",2024-04-18,0
"O-5",2024-04-19,1
"O-5",2024-04-20,0
"O-5",2024-04-21,0
"O-5",2024-04-22,0
"O-5",2024-04-23,0
"O-5",2024-04-24,0
"O-5",2024-04-25,0
"O-5",2024-04-26,0
"O-5",2024-04-27,0
"O-5",2024-04-28,0
"O-5",2024-04-29,0
"O-5",2024-04-30,0
"O-5",2024-05-01,0
"O-5",2024-05-02,0
"O-5",2024-05-03,0
"O-5",2024-05-04,0
"O-5",2024-05-05,0
"O-5",2024-05-06,0
"O-5",2024-05-07,0
"O-5",2024-05-08,0
"O-5",2024-05-09,0
"O-5",2024-05-10,0
"O-5",2024-05-11,0
"O-5",2024-05-12,0
"O-5",2024-05-13,0
"O-5",2024-05-14,0
"O-5",2024-05-15,0
"O-5",2024-05-16,1
"O-5",2024-05-17,1
"O-5",2024-05-18,0
"O-5",2024-05-19,0
"O-5",2024-05-20,0
"O-5",2024-05-21,1
"O-5",2024-05-22,0
"O-5",2024-05-23,0
"O-5",2024-05-24,0
"O-5",2024-05-25,0
"O-5",2024-05-26,0
"O-5",2024-05-27,0
"O-5",2024-05-28,0
"O-5",2024-05-29,0
"O-5",2024-05-30,0
"O-5",2024-05-31,0
"O-5",2024-06-01,0
"O-5",2024-06-02,0
"O-5",2024-06-03,0
"O-5",2024-06-04,0
"O-5",2024-06-05,0
"O-5",2024-06-06,0
"O-5",2024-06-07,0
"O-5",2024-06-08,0
"O-5",2024-06-09,0
"O-5",2024-06-10,0
"O-5",2024-06-11,0
"O-5",2024-06-12,0
"O-5",2024-06-13,0
"O-5",2024-06-14,0
"O-5",2024-06-15,0
"O-5",2024-06-16,1
"O-5",2024-06-17,0
"O-5",2024-06-18,1
"O-5",2024-06-19,0
"O-5",2024-06-20,0
"O-5",2024-06-21,0
"O-5",2024-06-22,0
"O-5",2024-06-23,0
"O-5",2024-06-24,0
"O-5",2024-06-25,0
"O-5",2024-06-26,0
"O-5",2024-06-27,0
"O-5",2024-06-28,0
"O-6",2024-03-10,0
"O-6",2024-03-11,0
"O-6",2024-03-12,0
"O-6",2024-03-13,0
"O-6",2024-03-14,0
"O-6",2024-03-15,0
"O-6",2024-03-16,0
"O-6",2024-03-17,0
"O-6",2024-03-18,0
"O-6",2024-03-19,0
"O-6",2024-03-20,1
"O-6",2024-03-21,0
"O-6",2024-03-22,0
"O-6",2024-03-23,0
"O-6",2024-03-24,0
"O-6",2024-03-25,0
"O-6",2024-03-26,0
"O-6",2024-03-27,0
"O-6",2024-03-28,0
"O-6",2024-03-29,0
"O-6",2024-03-30,0
"O-6",2024-03-31,0
"O-6",2024-04-01,0
"O-6",2024-04-02,0
"O-6",2024-04-03,0
"O-6",2024-04-04,0
"O-6",2024-04-05,0
"O-6",2024-04-06,0
"O-6",2024-04-07,0
"O-6",2024-04-08,0
"O-6",2024-04-09,0
"O-6",2024-04-10,0
"O-6",2024-04-11,0
"O-6",2024-04-12,0
"O-6",2024-04-13,0
"O-6",2024-04-14,0
"O-6",2024-04-15,0
"O-6",2024-04-16,0
"O-6",2024-04-17,0
"O-6",2024-04-18,0
"O-6",2024-04-19,0
"O-6",2024-04-20,0
"O-6",2024-04-21,0
"O-6",2024-04-22,0
"O-6",2024-04-23,0
"O-6",2024-04-24,0
"O-6",2024-04-25,0
"O-6",2024-04-26,0
"O-6",2024-04-27,0
"O-6",2024-04-28,0
"O-6",2024-04-29,0
"O-6",2024-04-30,0
"O-6",2024-05-01,0
"O-6",2024-05-02,0
"O-6",2024-05-03,0
"O-6",2024-05-04,0
"O-6",2024-05-05,0
"O-6",2024-05-06,0
"O-6",2024-05-07,0
"O-6",2024-05-08,0
"O-6",2024-05-09,0
"O-6",2024-05-10,0
"O-6",2024-05-11,0
"O-6",2024-05-12,0
"O-6",2024-05-13,0
"O-6",2024-05-14,0
"O-6",2024-05-15,0
"O-6",2024-05-16,0
"O-6",2024-05-17,0
"O-6",2024-05-18,0
"O-6",2024-05-19,0
"O-6",2024-05-20,0
"O-6",2024-05-21,0
"O-6",2024-05-22,0
"O-6",2024-05-23,0
"O-6",2024-05-24,0
"O-6",2024-05-25,0
"O-6",2024-05-26,0
"O-6",2024-05-27,0
"O-6",2024-05-28,0
"O-6",2024-05-29,0
"O-6",2024-05-30,0
"O-6",2024-05-31,0
"O-6",2024-06-01,0
"O-6",2024-06-02,0
"O-6",2024-06-03,0
"O-6",2024-06-04,0
"O-6",2024-06-05,0
"O-6",2024-06-06,0
"O-6",2024-06-07,0
"O-6",2024-06-08,0
"O-6",2024-06-09,0
"O-6",2024-06-10,0
"O-6",2024-06-11,0
"O-6",2024-06-12,0
"O-6",2024-06-13,0
"O-6",2024-06-14,0
"O-6",2024-06-15,0
"O-6",2024-06-16,0
"O-6",2024-06-17,0
"O-6",2024-06-18,0
"O-6",2024-06-19,0
"O-6",2024-06-20,0
"O-6",2024-06-21,0
"O-6",2024-06-22,0
"O-6",2024-06-23,0
"O-6",2024-06-24,0
"O-6",2024-06-25,0
"O-6",2024-06-26,0
"O-6",2024-06-27,0
"O-6",2024-06-28,0
"O-7",2024-03-10,0
"O-7",2024-03-11,0
"O-7",2024-03-12,0
"O-7",2024-03-13,0
"O-7",2024-03-14,0
"O-7",2024-03-15,3
"O-7",2024-03-16,0
"O-7",2024-03-17,1
"O-7",2024-03-18,0
"O-7",2024-03-19,0
"O-7",2024-03-20,0
"O-7",2024-03-21,1
"O-7",2024-03-22,0
"O-7",2024-03-23,0
"O-7",2024-03-24,0
"O-7",2024-03-25,0
"O-7",2024-03-26,2
"O-7",2024-03-27,0
"O-7",2024-03-28,0
"O-7",2024-03-29,0
"O-7",2024-03-30,0
"O-7",2024-03-31,0
"O-7",2024-04-01,0
"O-7",2024-04-02,0
"O-7",2024-04-03,0
"O-7",2024-04-04,0
"O-7",2024-04-05,0
"O-7",2024-04-06,0
"O-7",2024-04-07,0
"O-7",2024-04-08,0
"O-7",2024-04-09,0
"O-7",2024-04-10,0
"O-7",2024-04-11,0
"O-7",2024-04-12,0
"O-7",2024-04-13,0
"O-7",2024-04-14,0
"O-7",2024-04-15,0
"O-7",2024-04-16,0
"O-7",2024-04-17,0
"O-7",2024-04-18,0
"O-7",2024-04-19,0
"O-7",2024-04-20,0
"O-7",2024-04-21,0
"O-7",2024-04-22,0
"O-7",2024-04-23,0
"O-7",2024-04-24,0
"O-7",2024-04-25,0
"O-7",2024-04-26,0
"O-7",2024-04-27,0
"O-7",2024-04-28,0
"O-7",2024-04-29,0
"O-7",2024-04-30,0
"O-7",2024-05-01,0
"O-7",2024-05-02,0
"O-7",2024-05-03,0
"O-7",2024-05-04,0
"O-7",2024-05-05,0
"O-7",2024-05-06,0
"O-7",2024-05-07,0
"O-7",2024-05-08,0
"O-7",2024-05-09,0
"O-7",2024-05-10,0
"O-7",2024-05-11,0
"O-7",2024-05-12,0
"O-7",2024-05-13,0
"O-7",2024-05-14,0
"O-7",2024-05-15,0
"O-7",2024-05-16,0
"O-7",2024-05-17,0
"O-7",2024-05-18,0
"O-7",2024-05-19,0
"O-7",2024-05-20,0
"O-7",2024-05-21,4
"O-7",2024-05-22,0
"O-7",2024-05-23,0
"O-7",2024-05-24,0
"O-7",2024-05-25,0
"O-7",2024-05-26,0
"O-7",2024-05-27,0
"O-7",2024-05-28,0
"O-7",2024-05-29,0
"O-7",2024-05-30,0
"O-7",2024-05-31,0
"O-7",2024-06-01,0
"O-7",2024-06-02,0
"O-7",2024-06-03,0
"O-7",2024-06-04,0
"O-7",2024-06-05,0
"O-7",2024-06-06,0
"O-7",2024-06-07,0
"O-7",2024-06-08,0
"O-7",2024-06-09,0
"O-7",2024-06-10,0
"O-7",2024-06-11,0
"O-7",2024-06-12,0
"O-7",2024-06-13,0
"O-7",2024-06-14,0
"O-7",2024-06-15,0
"O-7",2024-06-16,0
"O-7",2024-06-17,0
"O-7",2024-06-18,0
"O-7",2024-06-19,0
"O-7",2024-06-20,0
"O-7",2024-06-21,0
"O-7",2024-06-22,0
"O-7",2024-06-23,0
"O-7",2024-06-24,0
"O-7",2024-06-25,0
"O-7",2024-06-26,0
"O-7",2024-06-27,0
"O-7",2024-06-28,0
"O-8",2024-03-10,0
"O-8",2024-03-11,0
"O-8",2024-03-12,0
"O-8",2024-03-13,0
"O-8",2024-03-14,0
"O-8",2024-03-15,0
"O-8",2024-03-16,0
"O-8",2024-03-17,0
"O-8",2024-03-18,0
"O-8",2024-03-19,0
"O-8",2024-03-20,0
"O-8",2024-03-21,0
"O-8",2024-03-22,0
"O-8",2024-03-23,0
"O-8",2024-03-24,0
"O-8",2024-03-25,0
"O-8",2024-03-26,0
"O-8",2024-03-27,0
"O-8",2024-03-28,0
"O-8",2024-03-29,0
"O-8",2024-03-30,0
"O-8",2024-03-31,0
"O-8",2024-04-01,0
"O-8",2024-04-02,0
"O-8",2024-04-03,0
"O-8",2024-04-04,0
"O-8",2024-04-05,0
"O-8",2024-04-06,0
"O-8",2024-04-07,0
"O-8",2024-04-08,0
"O-8",2024-04-09,0
"O-8",2024-04-10,0
"O-8",2024-04-11,0
"O-8",2024-04-12,0
"O-8",2024-04-13,0
"O-8",2024-04-14,0
"O-8",2024-04-15,0
"O-8",2024-04-16,0
"O-8",2024-04-17,0
"O-8",2024-04-18,0
"O-8",2024-04-19,0
"O-8",2024-04-20,0
"O-8",2024-04-21,0
"O-8",2024-04-22,0
"O-8",2024-04-23,0
"O-8",2024-04-24,0
"O-8",2024-04-25,0
"O-8",2024-04-26,0
"O-8",2024-04-27,0
"O-8",2024-04-28,0
"O-8",2024-04-29,0
"O-8",2024-04-30,0
"O-8",2024-05-01,0
"O-8",2024-05-02,0
"O-8",2024-05-03,0
"O-8",2024-05-04,0
"O-8",2024-05-05,0
"O-8",2024-05-06,0
"O-8",2024-05-07,0
"O-8",2024-05-08,0
"O-8",2024-05-09,0
"O-8",2024-05-10,0
"O-8",2024-05-11,0
"O-8",2024-05-12,0
"O-8",2024-05-13,0
"O-8",2024-05-14,0
"O-8",2024-05-15,0
"O-8",2024-05-16,0
"O-8",2024-05-17,0
"O-8",2024-05-18,0
"O-8",2024-05-19,0
"O-8",2024-05-20,0
"O-8",2024-05-21,0
"O-8",2024-05-22,0
"O-8",2024-05-23,0
"O-8",2024-05-24,0
"O-8",2024-05-25,0
"O-8",2024-05-26,0
"O-8",2024-05-27,0
"O-8",2024-05-28,0
"O-8",2024-05-29,0
"O-8",2024-05-30,0
"O-8",2024-05-31,0
"O-8",2024-06-01,0
"O-8",2024-06-02,0
"O-8",2024-06-03,0
"O-8",2024-06-04,0
"O-8",2024-06-05,0
"O-8",2024-06-06,0
"O-8",2024-06-07,0
"O-8",2024-06-08,0
"O-8",2024-06-09,1
"O-8",2024-06-10,0
"O-8",2024-06-11,0
"O-8",2024-06-12,0
"O-8",2024-06-13,0
"O-8",2024-06-14,0
"O-8",2024-06-15,0
"O-8",2024-06-16,0
"O-8",2024-06-17,0
"O-8",2024-06-18,0
"O-8",2024-06-19,0
"O-8",2024-06-20,0
"O-8",2024-06-21,0
"O-8",2024-06-22,0
"O-8",2024-06-23,0
"O-8",2024-06-24,0
"O-8",2024-06-25,0
"O-8",2024-06-26,0
"O-8",2024-06-27,0
"O-8",2024-06-28,0
"R-1",2024-03-10,0
"R-1",2024-03-11,0
"R-1",2024-03-12,0
"R-1",2024-03-13,0
"R-1",2024-03-14,0
"R-1",2024-03-15,0
"R-1",2024-03-16,0
"R-1",2024-03-17,0
"R-1",2024-03-18,0
"R-1",2024-03-19,0
"R-1",2024-03-20,0
"R-1",2024-03-21,0
"R-1",2024-03-22,0
"R-1",2024-03-23,0
"R-1",2024-03-24,0
"R-1",2024-03-25,0
"R-1",2024-03-26,0
"R-1",2024-03-27,0
"R-1",2024-03-28,0
"R-1",2024-03-29,0
"R-1",2024-03-30,0
"R-1",2024-03-31,0
"R-1",2024-04-01,0
"R-1",2024-04-02,0
"R-1",2024-04-03,0
"R-1",2024-04-04,0
"R-1",2024-04-05,0
"R-1",2024-04-06,0
"R-1",2024-04-07,0
"R-1",2024-04-08,0
"R-1",2024-04-09,0
"R-1",2024-04-10,0
"R-1",2024-04-11,0
"R-1",2024-04-12,0
"R-1",2024-04-13,0
"R-1",2024-04-14,0
"R-1",2024-04-15,0
"R-1",2024-04-16,0
"R-1",2024-04-17,0
"R-1",2024-04-18,0
"R-1",2024-04-19,0
"R-1",2024-04-20,0
"R-1",2024-04-21,0
"R-1",2024-04-22,0
"R-1",2024-04-23,0
"R-1",2024-04-24,0
"R-1",2024-04-25,0
"R-1",2024-04-26,0
"R-1",2024-04-27,0
"R-1",2024-04-28,0
"R-1",2024-04-29,0
"R-1",2024-04-30,0
"R-1",2024-05-01,3
"R-1",2024-05-02,0
"R-1",2024-05-03,0
"R-1",2024-05-04,1
"R-1",2024-05-05,13
"R-1",2024-05-06,11
"R-1",2024-05-07,0
"R-1",2024-05-08,0
"R-1",2024-05-09,0
"R-1",2024-05-10,0
"R-1",2024-05-11,10
"R-1",2024-05-12,0
"R-1",2024-05-13,0
"R-1",2024-05-14,0
"R-1",2024-05-15,0
"R-1",2024-05-16,0
"R-1",2024-05-17,0
"R-1",2024-05-18,1
"R-1",2024-05-19,0
"R-1",2024-05-20,0
"R-1",2024-05-21,1
"R-1",2024-05-22,0
"R-1",2024-05-23,20
"R-1",2024-05-24,16
"R-1",2024-05-25,5
"R-1",2024-05-26,0
"R-1",2024-05-27,4
"R-1",2024-05-28,0
"R-1",2024-05-29,2
"R-1",2024-05-30,9
"R-1",2024-05-31,3
"R-1",2024-06-01,0
"R-1",2024-06-02,0
"R-1",2024-06-03,3
"R-1",2024-06-04,5
"R-1",2024-06-05,1
"R-1",2024-06-06,0
"R-1",2024-06-07,0
"R-1",2024-06-08,9
"R-1",2024-06-09,0
"R-1",2024-06-10,6
"R-1",2024-06-11,3
"R-1",2024-06-12,1
"R-1",2024-06-13,0
"R-1",2024-06-14,0
"R-1",2024-06-15,0
"R-1",2024-06-16,0
"R-1",2024-06-17,2
"R-1",2024-06-18,0
"R-1",2024-06-19,2
"R-1",2024-06-20,0
"R-1",2024-06-21,0
"R-1",2024-06-22,0
"R-1",2024-06-23,2
"R-1",2024-06-24,0
"R-1",2024-06-25,0
"R-1",2024-06-26,1
"R-1",2024-06-27,0
